page_id,text,label,category,encoded_category
902,We may also disclose your information to third parties who may contact you with details of other products and services which may be of interest. If you do not want your name and mailing details made available in this way please email opt-out@nextdirect.com,1,Obstruction,3
729,LightInTheBox 掲載記事,0,Not Dark Pattern,2
855,"UP TO 60% OFF SPRING SALE PLUS 10% OFF ALL SHOWERS ENTER CODE SHOWERS10 AT CHECKOUT, MUST END TUESDAY 02DAYS  :  04HOURS  :  13MINS  :  28SECS",1,Urgency,7
1057,LIMITED TIME OFFER,1,Urgency,7
30,61 people have already bought that product today with 50% discount,1,Social Proof,6
1317,Parad Combo Deals ,0,Not Dark Pattern,2
482,"No thanks, I don't want to save up to 75%",1,Misdirection,1
101,"Tristan in Markham, Canada purchased a Dragon Baseball Jersey",1,Social Proof,6
921,Free 60 day VIP trial membership with this order. Cancel anytime.,1,Sneaking,5
885,"Members may cancel their Membership at any time during their Membership term and receive a full refund, less any benefits/savings received in their current Membership term (for example, Buyer’s Club Discounts received or free shipping). Refunds for completed years completed will not be made, even if the Member did not use any of the benefits during the Membership term. To cancel your membership, please contact our customer service department by contacting us at 1-800-375-3006.",1,Obstruction,3
1293, Subscribe! Don’t be caught empty handed ,0,Not Dark Pattern,2
87,Limited Edition Honeycomb Necklace (Bee Inspired) Someone purchased a Limited Edition Honeycomb Necklace (Bee Inspired),1,Social Proof,6
1772,Purchase protection added,1,Sneaking,5
1594,In Stock Only 5 left!,1,Scarcity,4
826,Your order is reserved for 09:43 minutes!,1,Urgency,7
355,"No, thank you. I prefer to pay the full price",1,Misdirection,1
1717,Add and save!,1,Misdirection,1
416,"No thanks, I hate cool stuff",1,Misdirection,1
916,Order Subtotal $19.99 Standard Delivery $12.99 Care & Handling $2.99 Tax $2.38 Total $38.35 Savings Today $10.00,1,Sneaking,5
1381,Only 9 left,1,Scarcity,4
822,New Rifles,0,Not Dark Pattern,2
471,"No thanks, I don't like to save",1,Misdirection,1
1277,3 left in stock,1,Scarcity,4
1063,Limited Time Only! 20% Off,1,Urgency,7
1317, Brass Shankh ,0,Not Dark Pattern,2
882,"You may change the items in your order, or cancel the Smartship at anytime, up until 3 days prior to the scheduled ship date of your Smartship by calling Customer Service at 1-800-518-0284.",1,Obstruction,3
904,"When you join the PetPlus Plan, you are given the option to purchase your membership on an annual or monthly basis and you are automatically enrolled in our recurring billing program. You may cancel at any time by contacting our customer service team, but you will not be refunded for any unused days on your membership if you choose to cancel prior to the end of your billing cycle. You may cancel your PetPlus membership at any time without penalty if you have not utilized any of your PetPlus benefits (including discounts on products and/or services). For customers charged on a monthly basis, if you have purchased products or used services using your PetPlus benefits, we will charge a $25 administrative fee per membership cancellation if the membership is cancelled within three months of enrollment.",1,Obstruction,3
1456,1 in stock,1,Scarcity,4
158,Nectar,0,Not Dark Pattern,2
877,"I’ve read and accept the terms & conditions * , I also authorize Bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. I also agree to Bosley's Terms of Service. Otherwise, call Bosley at 800-985-6405 to request your FREE information kit or to schedule your FREE no-obligation consultation.",1,Forced Action,0
417,No thanks. I'd rather pay full price.,1,Misdirection,1
1250,Only 33 left,1,Scarcity,4
1630, Lawn Mowers ,0,Not Dark Pattern,2
62,33 people are eyeing this item!,1,Social Proof,6
877,"I’ve read and accept the terms & conditions * , I also authorize Bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. I also agree to Bosley's Terms of Service. Otherwise, call Bosley at 800-985-6405 to request your FREE information kit or to schedule your FREE no-obligation consultation.",1,Forced Action,0
795,LAST CHANCE TO SAVE... enter your email to Save 20% on your first order 00 hours :29 minutes :43 seconds,1,Urgency,7
904,"When you join the PetPlus Plan, you are given the option to purchase your membership on an annual or monthly basis and you are automatically enrolled in our recurring billing program. You may cancel at any time by contacting our customer service team, but you will not be refunded for any unused days on your membership if you choose to cancel prior to the end of your billing cycle. You may cancel your PetPlus membership at any time without penalty if you have not utilized any of your PetPlus benefits (including discounts on products and/or services). For customers charged on a monthly basis, if you have purchased products or used services using your PetPlus benefits, we will charge a $25 administrative fee per membership cancellation if the membership is cancelled within three months of enrollment.",1,Obstruction,3
861,U.S. Vape Mail Ban FAQs,0,Not Dark Pattern,2
921,Free 60 day VIP trial membership with this order. Cancel anytime.,1,Sneaking,5
1289, United States ,0,Not Dark Pattern,2
394,"No thanks, I don't want to look my best",1,Misdirection,1
638,TSX Remotes,0,Not Dark Pattern,2
888,"We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you. If you email to cancel after your Membership has been renewed, your credit/debit card will have been charged the then current paid annual membership fee for the Passport Program, however you may request, and 1-800-Flowers may grant, a pro-rata refund within its sole discretion based upon the extent that you may have utilized the benefits of the Passport Program and the period of time remaining on your paid Membership.",1,Obstruction,3
182,This is in 5 other carts.,1,Social Proof,6
61, Lighting,0,Not Dark Pattern,2
1691,"803 Claimed! Hurry, only a few left!",1,Scarcity,4
1158,Only 3 left!,1,Scarcity,4
64,"Monira in Doha, Qatar purchased a LilyVanity™ Velvet Box",1,Social Proof,6
1139,Jewelry Care Kit,0,Not Dark Pattern,2
877,"I’ve read and accept the terms & conditions * , I also authorize Bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. I also agree to Bosley's Terms of Service. Otherwise, call Bosley at 800-985-6405 to request your FREE information kit or to schedule your FREE no-obligation consultation.",1,Forced Action,0
880,I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.,1,Forced Action,0
221,Someone in Castle Hill bought a Philips Essential LED Downlight Kit | 5W 4000K few hours ago.,1,Social Proof,6
878,I accept the Terms & Conditions of the FREE Brother Care Program and agree to receive exclusive offers and general promotions from Brother. I may withdraw my consent at any time.,1,Forced Action,0
1398,Hurry only 2 left,1,Scarcity,4
322,"No thanks, I'd like 0% off",1,Misdirection,1
130,Bought by 39 people in last few hours! HOT SELLER!,1,Social Proof,6
877,"I’ve read and accept the terms & conditions * , I also authorize Bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. I also agree to Bosley's Terms of Service. Otherwise, call Bosley at 800-985-6405 to request your FREE information kit or to schedule your FREE no-obligation consultation.",1,Forced Action,0
930,"1 Netflix offer: Not available to customers with an active Netflix offer from Vodafone. Available only on Red+ Lite, Unlimited, Red+ Essentials and Red+ until the 8th of August 2019. Exit fee of $60 applies if you exit or transfer your plan before 6 months. Plan exit fees may also apply. Netflix Offer: One year Netflix ‘Standard’ plan ($14.99 a month) credit will be applied to your Netflix account on activation. At the end of your credit, you will be charged at your Netflix plan rate unless you cancel your Netflix subscription. Cancel Netflix at any time. Netflix compatible device required. See eligible plans and full Netflix terms.",1,Sneaking,5
1029,LIMITED TIME ONLY,1,Urgency,7
1715,Personalize your doll,1,Misdirection,1
1488,Only 20 left,1,Scarcity,4
957,Items in your cart are in high demand. But we have reserved your order.,1,Scarcity,4
316,I don't like discounts,1,Misdirection,1
1009, Men's Apparel Collection ,0,Not Dark Pattern,2
861,Wondering where to buy White Cloud products in the U.S.? Our distributor list is growing! Bookmark our list and stay tuned!,0,Not Dark Pattern,2
1424,2 LEFT,1,Scarcity,4
131,23 People viewing this product,1,Social Proof,6
1535,Only 1.75 yards left in stock!,1,Scarcity,4
1044,Free Shipping. Limited Time Only. for orders over $50,1,Urgency,7
212,Read More ,0,Not Dark Pattern,2
927,"Be part of the best family ever & enjoy 15% in VIP Benefits on every order, every day. That's 10% Instant Savings plus 5% back in Rewards Cash on everything. Plus, enjoy 90 days to test run your shoes, socks, and insoles. And so much more! Join today for just $1.99 your first year.  ",1,Sneaking,5
1766,Shipping Insurance Remove Insurance,1,Sneaking,5
896,"""No Worry"" Membership Renewal We will bill your credit card on file at the introductory rate of $2.99 per month for the first year, for membership rewards and discounts. At the end of the introductory period, you'll be billed at the regular monthly rate of $3.99 per month. If you don't want your membership renewed, simply contact us and we will cancel your subscription. You will be refunded for the current month's membership fee, less any membership savings you have received. Exclusive Toll-Free Hotline Number Because we want your calls to get top priority, we have a special number for Value Club members only: 1-800-648-4282. Your call will be handled with the utmost promptness, courtesy and efficiency possible.",1,Obstruction,3
927,"Be part of the best family ever & enjoy 15% in VIP Benefits on every order, every day. That's 10% Instant Savings plus 5% back in Rewards Cash on everything. Plus, enjoy 90 days to test run your shoes, socks, and insoles. And so much more! Join today for just $1.99 your first year.  ",1,Sneaking,5
1068,Low Stock – Selling Fast,1,Scarcity,4
1397,ONLY 1 LEFT!,1,Scarcity,4
926,"◊After 1 year, subscription auto renews with fee. Review your iFit® Coach account on a computer, tablet, smartphone, or equipment console.",1,Sneaking,5
894,"IF YOU PARTICIPATE IN AN AUTOMATIC RENEWAL SUBSCRIPTION AND YOU HAVE PROVIDED US WITH A VALID CREDIT CARD NUMBER OR AN ALTERNATE PAYMENT METHOD, EACH SHIPMENT WILL BE AUTOMATICALLY PROCESSED AT THE TIME OF EACH SHIPMENT OR INSTALLMENT AND WILL BE BILLED TO THE PAYMENT METHOD YOU PROVIDED TO US AT THE TIME OF YOUR INITIAL PURCHASE AND AGREEMENT TO PARTICIPATE IN THE PROGRAM. IF YOU WISH TO CANCEL YOUR PARTICIPATION IN AN AUTOMATIC RENEWAL SUBSCRIPTION, YOU MAY DO SO AT ANY TIME BY CONTACTING A CUSTOMER CARE PROFESSIONAL AT THE CONTACT INFORMATION PROVIDED ON THE WEBSITE.",1,Obstruction,3
825,HURRY UP > 09H 42M 39S,1,Urgency,7
990,"Now 30% off - hurry, limited time offer!",1,Urgency,7
118,Someone in Canberra purchased\nADV.2 (Austracantha) about 41 minutes ago,1,Social Proof,6
40,"Leah Rich in Louisville, United States purchased a",1,Social Proof,6
1470,LOW STOCK (ONLY 10 LEFT!),1,Scarcity,4
1060,20% OFF VALENTINE\u2019S DAY FAVOURITES * | LIMITED TIME ONLY,1,Urgency,7
1202,Only 1 left in online stock,1,Scarcity,4
1622,Only: 9 in stock now,1,Scarcity,4
1089,Only 8 left in stock,1,Scarcity,4
1707,How about these?,1,Misdirection,1
994,ONLY AVAILABLE FOR A LIMITED TIME,1,Urgency,7
1681,LAST CHANCE TO ACTIVATE 10% OFF,1,Scarcity,4
913,Merchandise: $69.99iService Charge: $14.99 Total Before Tax: $84.98 Estimated Tax:$5.63Order Total: $90.61,1,Sneaking,5
1735,Want to add one of these?,1,Misdirection,1
1725,ADD FOR BETTER RESULTS,1,Misdirection,1
878,I accept the Terms & Conditions of the FREE Brother Care Program and agree to receive exclusive offers and general promotions from Brother. I may withdraw my consent at any time.,1,Forced Action,0
1026,Limited time - final price reflects extra 29% off,1,Urgency,7
879,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action,0
822,Mens Footwear,0,Not Dark Pattern,2
1305,"Only 2 left, order soon",1,Scarcity,4
886,"Ketolent subscriptions have no long term contracts. Pause, cancel, or change at any time. Want to swap Vanilla for Chocolate, or set up to renew every 3 weeks? No problem! Send us an email to help@ketolent.com and we'll make the change for you.",1,Obstruction,3
166,31 have it in their cart,1,Social Proof,6
879,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action,0
104,339 users are currently active on our website,1,Social Proof,6
883,Plant-based Protein,0,Not Dark Pattern,2
878,I accept the Terms & Conditions of the FREE Brother Care Program and agree to receive exclusive offers and general promotions from Brother. I may withdraw my consent at any time.,1,Forced Action,0
381,No thanks. I love chaos!,1,Misdirection,1
242,Free climate compensated shipping & returns,0,Not Dark Pattern,2
231,660 people have viewed today,1,Social Proof,6
3,Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157,1,Social Proof,6
1725,ADD FOR BETTER RESULTS,1,Misdirection,1
912,"CANCELLATION POLICY: If you are not completely satisfied with Yogi Surprise, you can cancel your membership and discontinue your monthly payments at any time. In order to cancel before you are renewed for the next shipment, you need to contact Yogi Surprise prior to the renewal date on the 14th of each month. Email: support@yogisurprise.com and we’ll respond promptly. If your membership has already renewed and you’d like to cancel an upcoming shipment, you must request cancellation by the 3rd of the month to be eligible for a refund. IF YOU DO NOT CANCEL PRIOR TO THE THIRD DAY OF A CALENDAR MONTH, YOU CANNOT BE REFUNDED FOR THAT MONTH’S SHIPMENT. WE DO NOT OFFER REFUNDS ON BOXES THAT HAVE ALREADY BEEN SHIPPED. To request cancellation, simply click here and submit the contact form or email us: support@yogisurprise.com. We’ll get back to promptly!",1,Obstruction,3
879,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action,0
879,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action,0
878,I accept the Terms & Conditions of the FREE Brother Care Program and agree to receive exclusive offers and general promotions from Brother. I may withdraw my consent at any time.,1,Forced Action,0
25,"Another babe in Alexandria, United States just ordered Flat Tummy Tea",1,Social Proof,6
371,"No thanks, I don't like free stuff",1,Misdirection,1
878,I accept the Terms & Conditions of the FREE Brother Care Program and agree to receive exclusive offers and general promotions from Brother. I may withdraw my consent at any time.,1,Forced Action,0
1342,(Only 1 left!),1,Scarcity,4
921,Free 60 day VIP trial membership with this order. Cancel anytime.,1,Sneaking,5
1446,Only 2 left in stock!,1,Scarcity,4
913,Merchandise: $69.99iService Charge: $14.99 Total Before Tax: $84.98 Estimated Tax:$5.63Order Total: $90.61,1,Sneaking,5
1054,LIMITED TIME OFFER MEN'S CHINOS & 5-POCKET PANTS BUY 2 FOR $59.90 EACH SHOP NOW,1,Urgency,7
1749,Subscribe & Save,1,Misdirection,1
900,You may cancel your membership at any time by calling us at at 855-861-2573 (6:00AM – 5:00PM PST) or by emailing support@luckytacklebox.com. California residents may also cancel your subscription by accessing your Account through the Site.,1,Obstruction,3
989,"LIMITED TIME - BUY THE NEW PURPLE PLUSH PILLOW, GET ONE FREE",1,Urgency,7
927,"Be part of the best family ever & enjoy 15% in VIP Benefits on every order, every day. That's 10% Instant Savings plus 5% back in Rewards Cash on everything. Plus, enjoy 90 days to test run your shoes, socks, and insoles. And so much more! Join today for just $1.99 your first year.  ",1,Sneaking,5
39,85 have it in their cart,1,Social Proof,6
882,"You may change the items in your order, or cancel the Smartship at anytime, up until 3 days prior to the scheduled ship date of your Smartship by calling Customer Service at 1-800-518-0284.",1,Obstruction,3
529,00 Days 02 Hrs 26 Mins 12 Sec Sale Ends Once The Timer Hits Zero!,1,Urgency,7
411,"No thanks, I'm not interested",1,Misdirection,1
1317,"Metal - Brass , hollow from inside ",0,Not Dark Pattern,2
879,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action,0
1484,Only 2 copies left,1,Scarcity,4
906,"For more information about the VIP Rewards Club Membership, to purchase or terminate a membership, or to start or stop automatic renewal of a membership, contact Ross-Simons Customer Service by postal mail at: Ross-Simons, 9 Ross-Simons Drive, Cranston, Rhode Island 02920; or by email at customerservice@ross-simons.com; or by calling the VIP Rewards Club priority line at 800-835-3799.",1,Obstruction,3
927,"Be part of the best family ever & enjoy 15% in VIP Benefits on every order, every day. That's 10% Instant Savings plus 5% back in Rewards Cash on everything. Plus, enjoy 90 days to test run your shoes, socks, and insoles. And so much more! Join today for just $1.99 your first year.  ",1,Sneaking,5
884,"There is no commitment and no minimum to buy. Please note exact shipment times may vary. To customize this program or future shipments, call customer service anytime at 1-800-THICKEN (844-2536).",1,Obstruction,3
880,I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.,1,Forced Action,0
1043,Limited Time!,1,Urgency,7
638,M-Class Remotes,0,Not Dark Pattern,2
444,"No Thanks, I prefer not to have a protection plan",1,Misdirection,1
913,Merchandise: $69.99iService Charge: $14.99 Total Before Tax: $84.98 Estimated Tax:$5.63Order Total: $90.61,1,Sneaking,5
580,Your order is reserved for 19:57 minutes.,1,Urgency,7
258,Over 200 views in 24 hrs,1,Social Proof,6
950,HIGH DEMAND,1,Scarcity,4
917,Hugs and Kisses Rose Bouquet $44.99 Discount -$6.75 Delivery $13.99 Tax $3.46 Item Total $55.69,1,Sneaking,5
483,"50% OFF Everything (yep, even sale) + $5.99 Shipping* ENDS IN 12h 13m 56s",1,Urgency,7
898,"You may cancel your JustFab VIP Membership at any time. There is absolutely no cancellation fee. If you would like to continue receiving selections, then just skip the month by clicking Skip This Month in your Boutique between the 1st and the 5th of the month. You won't be charged and no member credit will be generated for you. If you no longer want to skip the month, then call our Fashion Consultants on 020 36953830 (local rate) Mon-Fri 8:00AM to 8:00PM and Sat-Sun 10:00AM to 6:00PM or cancel your membership via chat.",1,Obstruction,3
16,Rebecca in Buffalo just bought Sateen Twill Swatchabout 1 hour ago,1,Social Proof,6
1536,Womens Platform Shoes,0,Not Dark Pattern,2
931,Enjoy FREE shipping with WSJwine Advantage,1,Sneaking,5
927,"Be part of the best family ever & enjoy 15% in VIP Benefits on every order, every day. That's 10% Instant Savings plus 5% back in Rewards Cash on everything. Plus, enjoy 90 days to test run your shoes, socks, and insoles. And so much more! Join today for just $1.99 your first year.  ",1,Sneaking,5
879,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action,0
285,Other 2 customers have it in their cart.,1,Social Proof,6
1469,Wall Mounted Air Conditioners,0,Not Dark Pattern,2
900,You may cancel your membership at any time by calling us at at 855-861-2573 (6:00AM – 5:00PM PST) or by emailing support@luckytacklebox.com. California residents may also cancel your subscription by accessing your Account through the Site.,1,Obstruction,3
466,"[NO THANKS, I'LL JUST WALK]",1,Misdirection,1
672,VIP OFFERS END 00:54:59,1,Urgency,7
473,"No thanks, I'll be the last to know.",1,Misdirection,1
1570,Hurry! Only 2 left in stock,1,Scarcity,4
1550,Upright Plants,0,Not Dark Pattern,2
1578,Only 3 Left! Get it before it`s gone!,1,Scarcity,4
880,I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.,1,Forced Action,0
1340,HURRY! 3 left in stock!,1,Scarcity,4
527,View All Apartment,0,Not Dark Pattern,2
1732,Protect Your Gear,1,Misdirection,1
1009,Pedal Refresh Kit - Doubleshot,0,Not Dark Pattern,2
927,"Be part of the best family ever & enjoy 15% in VIP Benefits on every order, every day. That's 10% Instant Savings plus 5% back in Rewards Cash on everything. Plus, enjoy 90 days to test run your shoes, socks, and insoles. And so much more! Join today for just $1.99 your first year.  ",1,Sneaking,5
725,Wait! YOUR CART QUALIFIES FOR 15% OFF YOUR ENTIRE ORDER. Offer Expires in: 2955,1,Urgency,7
879,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action,0
1368,Hurry! Only Limited Items Left,1,Scarcity,4
879,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action,0
1265,Only 498 left,1,Scarcity,4
1739,OUR BEST SELLING GOGGLE,1,Misdirection,1
1013,Limited Time Sale - Buy Now!,1,Urgency,7
879,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action,0
890,"Prior to the automatic renewal and billing, we will notify you in advance (via the email you used at the time of enrollment) of (i) the pending renewal, (ii) the then current fees and charges applicable to the Passport Program, and (iii) where you may find more information about the Passport Program. We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you.",1,Obstruction,3
1814,$132.90 $99.00,1,Misdirection,1
1066,SAVE TODAY: Save 20% on lighting by Le Klint. Limited time only.,1,Urgency,7
882,"You may change the items in your order, or cancel the Smartship at anytime, up until 3 days prior to the scheduled ship date of your Smartship by calling Customer Service at 1-800-518-0284.",1,Obstruction,3
565,Hurry! This special sale ends in 2h 42m 0s,1,Urgency,7
1759,"To qualify, simply verify your status during checkout on the payment step. We verify through ID.me, our trusted technology partner for secure digital identity verification. ",0,Not Dark Pattern,2
581,00 DAYS 00 HOURS 29 MINUTES 26 SECONDS,1,Urgency,7
898,"You may cancel your JustFab VIP Membership at any time. There is absolutely no cancellation fee. If you would like to continue receiving selections, then just skip the month by clicking Skip This Month in your Boutique between the 1st and the 5th of the month. You won't be charged and no member credit will be generated for you. If you no longer want to skip the month, then call our Fashion Consultants on 020 36953830 (local rate) Mon-Fri 8:00AM to 8:00PM and Sat-Sun 10:00AM to 6:00PM or cancel your membership via chat.",1,Obstruction,3
1168,1 LEFT,1,Scarcity,4
787,Back Yard & Spa,0,Not Dark Pattern,2
1013,What could have caused this?,0,Not Dark Pattern,2
242,8 people have this in their bag right now.,1,Social Proof,6
1766,Shipping Insurance Remove Insurance,1,Sneaking,5
879,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action,0
1328,Hurry! Only 7 left,1,Scarcity,4
1164,Only 82 left in stock!,1,Scarcity,4
878,I accept the Terms & Conditions of the FREE Brother Care Program and agree to receive exclusive offers and general promotions from Brother. I may withdraw my consent at any time.,1,Forced Action,0
1818,Save $148.98AUD – 49% Off,1,Misdirection,1
720,You left 2 items in your bag Released in: 29 minutes :07 seconds,1,Urgency,7
913,Merchandise: $69.99iService Charge: $14.99 Total Before Tax: $84.98 Estimated Tax:$5.63Order Total: $90.61,1,Sneaking,5
1403,Low Stock! Only 3 left.,1,Scarcity,4
197,Cheryl in Ontario bought 100% Organic Reishi Mushroom Powder 100g about 16 minutes ago,1,Social Proof,6
773,1DAYS 04 HOURS 17 MINUTES 18 SECONDS,1,Urgency,7
1718,"Before you check out, can we tempt you?",1,Misdirection,1
917,Hugs and Kisses Rose Bouquet $44.99 Discount -$6.75 Delivery $13.99 Tax $3.46 Item Total $55.69,1,Sneaking,5
1240,Hurry! Only a few of these left,1,Scarcity,4
139,"Edwin in Woodland Park, NJ just bought",1,Social Proof,6
368,"NO THANKS, I DON’T MIND MISSING OUT",1,Misdirection,1
921,Free 60 day VIP trial membership with this order. Cancel anytime.,1,Sneaking,5
226,Trending now! Added to basket 490 times today,1,Social Proof,6
889,"If you wish to cancel a membership, please contact our Customer Services Department on UK: +44 808 164 8264 (standard local call charges will apply) or via email on customer.service@beautypie.com. You can also contact the Customer Services Department by post at: Beauty Pie Limited, Customer Service Department, The Point, 210 New Kings Road, London SW6 5NZ, United Kingdom. Please quote your order number in all correspondence.",1,Obstruction,3
985,"Flash Sale Alert! You can now buy Utorch Corridor Porch Aisle Lights from Gearbest.com for only $7.99 (47% off). Hurry up, limited time offer!",1,Urgency,7
913,Merchandise: $69.99iService Charge: $14.99 Total Before Tax: $84.98 Estimated Tax:$5.63Order Total: $90.61,1,Sneaking,5
912,"CANCELLATION POLICY: If you are not completely satisfied with Yogi Surprise, you can cancel your membership and discontinue your monthly payments at any time. In order to cancel before you are renewed for the next shipment, you need to contact Yogi Surprise prior to the renewal date on the 14th of each month. Email: support@yogisurprise.com and we’ll respond promptly. If your membership has already renewed and you’d like to cancel an upcoming shipment, you must request cancellation by the 3rd of the month to be eligible for a refund. IF YOU DO NOT CANCEL PRIOR TO THE THIRD DAY OF A CALENDAR MONTH, YOU CANNOT BE REFUNDED FOR THAT MONTH’S SHIPMENT. WE DO NOT OFFER REFUNDS ON BOXES THAT HAVE ALREADY BEEN SHIPPED. To request cancellation, simply click here and submit the contact form or email us: support@yogisurprise.com. We’ll get back to promptly!",1,Obstruction,3
850,Country (Optional),0,Not Dark Pattern,2
911,"How do I cancel my membership? We are confident you will enjoy your Premium Membership. If for any reason you are not completely satisfied within the first 30 days of your paid Annual Membership, we will refund 100% of your membership fee no questions asked. After 30 days we will refund your membership fee on a pro-rated basis. There are no refunds on Monthly Memberships. To obtain a refund, please contact us at 1-855-253-0822 or by email at wwgoasubscription@program-director.net.",1,Obstruction,3
953,This item is in high demand.,1,Scarcity,4
878,I accept the Terms & Conditions of the FREE Brother Care Program and agree to receive exclusive offers and general promotions from Brother. I may withdraw my consent at any time.,1,Forced Action,0
1111,80% offers claimed. Hurry up!,1,Scarcity,4
189, Shop By Shape ,0,Not Dark Pattern,2
377,"No thank you, I prefer to pay for shipping.",1,Misdirection,1
879,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action,0
894,"IF YOU PARTICIPATE IN AN AUTOMATIC RENEWAL SUBSCRIPTION AND YOU HAVE PROVIDED US WITH A VALID CREDIT CARD NUMBER OR AN ALTERNATE PAYMENT METHOD, EACH SHIPMENT WILL BE AUTOMATICALLY PROCESSED AT THE TIME OF EACH SHIPMENT OR INSTALLMENT AND WILL BE BILLED TO THE PAYMENT METHOD YOU PROVIDED TO US AT THE TIME OF YOUR INITIAL PURCHASE AND AGREEMENT TO PARTICIPATE IN THE PROGRAM. IF YOU WISH TO CANCEL YOUR PARTICIPATION IN AN AUTOMATIC RENEWAL SUBSCRIPTION, YOU MAY DO SO AT ANY TIME BY CONTACTING A CUSTOMER CARE PROFESSIONAL AT THE CONTACT INFORMATION PROVIDED ON THE WEBSITE.",1,Obstruction,3
259,227 Bought Already,1,Social Proof,6
878,I accept the Terms & Conditions of the FREE Brother Care Program and agree to receive exclusive offers and general promotions from Brother. I may withdraw my consent at any time.,1,Forced Action,0
877,"I’ve read and accept the terms & conditions * , I also authorize Bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. I also agree to Bosley's Terms of Service. Otherwise, call Bosley at 800-985-6405 to request your FREE information kit or to schedule your FREE no-obligation consultation.",1,Forced Action,0
421,"No thanks, I don't want the free gift.",1,Misdirection,1
1526,Only 3 Left In Stock,1,Scarcity,4
431,"No thanks, I will pay full price.",1,Misdirection,1
718,Offer ends in,1,Urgency,7
996,"Only available for a LIMITED TIME, so get yours TODAY!",1,Urgency,7
1657,Only 1 Left in Stock. Buy Soon!,1,Scarcity,4
898,"You may cancel your JustFab VIP Membership at any time. There is absolutely no cancellation fee. If you would like to continue receiving selections, then just skip the month by clicking Skip This Month in your Boutique between the 1st and the 5th of the month. You won't be charged and no member credit will be generated for you. If you no longer want to skip the month, then call our Fashion Consultants on 020 36953830 (local rate) Mon-Fri 8:00AM to 8:00PM and Sat-Sun 10:00AM to 6:00PM or cancel your membership via chat.",1,Obstruction,3
224,2 people have looked at this in the last couple of hrs.,1,Social Proof,6
1766,Shipping Insurance Remove Insurance,1,Sneaking,5
435,I'D RATHER PAY FULL PRICE,1,Misdirection,1
537,00DAYS07HOURS09MINUTES39SECONDS,1,Urgency,7
1044,Auto Delivery Program,0,Not Dark Pattern,2
904,"When you join the PetPlus Plan, you are given the option to purchase your membership on an annual or monthly basis and you are automatically enrolled in our recurring billing program. You may cancel at any time by contacting our customer service team, but you will not be refunded for any unused days on your membership if you choose to cancel prior to the end of your billing cycle. You may cancel your PetPlus membership at any time without penalty if you have not utilized any of your PetPlus benefits (including discounts on products and/or services). For customers charged on a monthly basis, if you have purchased products or used services using your PetPlus benefits, we will charge a $25 administrative fee per membership cancellation if the membership is cancelled within three months of enrollment.",1,Obstruction,3
108,"Someone in Tornado, United States just bought Fresh Melon Menthol 2 hours ago",1,Social Proof,6
220,"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers",1,Social Proof,6
217,Discreet packaging,0,Not Dark Pattern,2
1658,Gear Up,0,Not Dark Pattern,2
882,"You may change the items in your order, or cancel the Smartship at anytime, up until 3 days prior to the scheduled ship date of your Smartship by calling Customer Service at 1-800-518-0284.",1,Obstruction,3
